Robot {73 39 -17 38} should be here: 90, 28 in quadrant 3
Robot {43 26 44 -23} should be here: 100, 95 in quadrant 4
Robot {2 0 -74 24} should be here: 76, 31 in quadrant 3
Robot {63 35 92 80} should be here: 72, 1 in quadrant 3
Robot {95 50 39 -45} should be here: 56, 82 in quadrant 4
Robot {20 62 -35 39} should be here: 55, 48 in quadrant 3
Robot {85 92 -59 11} should be here: 43, 59 in quadrant 2
Robot {39 76 1 -21} should be here: 38, 36 in quadrant 1
Robot {25 23 63 74} should be here: 63, 7 in quadrant 3
Robot {92 35 24 68} should be here: 68, 37 in quadrant 3
Robot {59 51 13 92} should be here: 46, 84 in quadrant 2
Robot {55 99 -23 56} should be here: 78, 34 in quadrant 3
Robot {50 59 22 37} should be here: 28, 51
Robot {55 7 77 -72} should be here: 79, 17 in quadrant 3
Robot {8 52 -84 -34} should be here: 92, 51
Robot {21 73 2 21} should be here: 19, 10 in quadrant 1
Robot {17 40 -63 61} should be here: 80, 63 in quadrant 4
Robot {86 76 46 -22} should be here: 40, 39 in quadrant 1
Robot {18 12 -72 -60} should be here: 90, 89 in quadrant 4
Robot {3 49 -44 -69} should be here: 47, 50 in quadrant 1
Robot {89 92 -98 -2} should be here: 86, 98 in quadrant 4
Robot {47 79 -73 -10} should be here: 19, 6 in quadrant 1
Robot {53 84 57 -6} should be here: 97, 102 in quadrant 4
Robot {62 31 -96 72} should be here: 57, 21 in quadrant 3
Robot {86 47 3 57} should be here: 83, 82 in quadrant 4
Robot {46 85 73 -42} should be here: 74, 5 in quadrant 3
Robot {35 84 -19 64} should be here: 54, 98 in quadrant 4
Robot {12 10 14 47} should be here: 99, 75 in quadrant 4
Robot {96 87 -83 -67} should be here: 78, 82 in quadrant 4
Robot {50 71 93 93} should be here: 58, 101 in quadrant 4
Robot {17 4 -6 79} should be here: 23, 76 in quadrant 2
Robot {94 51 10 69} should be here: 84, 50 in quadrant 3
Robot {5 66 -12 -41} should be here: 17, 86 in quadrant 2
Robot {82 16 -90 -73} should be here: 71, 29 in quadrant 3
Robot {39 63 -36 -68} should be here: 75, 61 in quadrant 4
Robot {15 79 -6 -33} should be here: 21, 75 in quadrant 2
Robot {27 58 -78 -72} should be here: 4, 68 in quadrant 2
Robot {68 42 59 -84} should be here: 9, 88 in quadrant 2
Robot {19 30 30 -33} should be here: 90, 26 in quadrant 3
Robot {0 77 89 -22} should be here: 12, 40 in quadrant 1
Robot {93 94 -3 -24} should be here: 96, 63 in quadrant 4
Robot {22 64 -13 -25} should be here: 35, 36 in quadrant 1
Robot {2 47 89 -11} should be here: 14, 80 in quadrant 2
Robot {11 49 -20 -95} should be here: 31, 25 in quadrant 1
Robot {35 42 -42 -91} should be here: 77, 6 in quadrant 3
Robot {22 93 -6 -32} should be here: 28, 86 in quadrant 2
Robot {100 75 10 -56} should be here: 90, 37 in quadrant 3
Robot {41 94 -94 -55} should be here: 34, 53 in quadrant 2
107, 109, 148, 122
 -> Sum: 210587128
Processing complete!
