Job 40253330045967, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 4], delta on 14
Job 757134911355919, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 3 0 5], delta on 13
Job 761532957867023, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 0 5], delta on 13
Job 765931004378127, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 1 0 5], delta on 13
Job 770329050889231, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 7 0 5], delta on 13
Job 774727097400335, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 2 5], delta on 13
Job 779125143911439, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 2 2 5], delta on 14
Job 783523190422543, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 2 5], delta on 13
Job 787921236933647, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 2 5], delta on 13
Job 792319283444751, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 3 2 5], delta on 13
Job 796717329955855, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 2 5], delta on 13
Job 801115376466959, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 0 2 5], delta on 13
Job 805513422978063, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 7 2 5], delta on 13
Job 809911469489167, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 2 5], delta on 13
Job 814309516000271, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 2 5], delta on 15
Job 818707562511375, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 2 5], delta on 13
Job 823105609022479, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 2 5], delta on 13
Job 827503655533583, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 3 2 5], delta on 13
Job 831901702044687, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 2 5], delta on 13
Job 836299748555791, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 0 2 5], delta on 13
Job 840697795066895, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 7 2 5], delta on 13
Job 845095841577999, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 3 7], delta on 13
Job 849493888089103, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 4 3 7], delta on 14
Job 853891934600207, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 7], delta on 13
Job 858289981111311, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 3 7], delta on 13
Job 862688027622415, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 2 3 7], delta on 13
Job 867086074133519, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 3 7], delta on 13
Job 871484120644623, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 7 3 7], delta on 13
Job 875882167155727, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 4 3 7], delta on 13
Job 880280213666831, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 7 7], delta on 13
Job 884678260177935, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 7 7], delta on 14
Job 889076306689039, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 7 7], delta on 13
Job 893474353200143, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 7 7], delta on 13
Job 897872399711247, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 2 7 7], delta on 13
Job 902270446222351, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 7 7], delta on 13
Job 906668492733455, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 7 7 7], delta on 13
Job 911066539244559, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 4 7 7], delta on 13
Job 915464585755663, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 5 7], delta on 13
Job 919862632266767, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 6 5 7], delta on 14
Job 924260678777871, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 5 7], delta on 13
Job 928658725288975, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 5 7], delta on 13
Job 933056771800079, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 2 5 7], delta on 13
Job 937454818311183, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 5 7], delta on 13
Job 941852864822287, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 6 5 7], delta on 13
Job 946250911333391, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 4 5 7], delta on 13
Job 950648957844495, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 3 7], delta on 13
Job 955047004355599, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 7 3 7], delta on 14
Job 959445050866703, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 7], delta on 13
Job 963843097377807, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 3 7], delta on 13
Job 968241143888911, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 2 3 7], delta on 13
Job 972639190400015, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 3 7], delta on 13
Job 977037236911119, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 6 3 7], delta on 13
Job 981435283422223, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 4 3 7], delta on 13
Job 985833329933327, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 1 7], delta on 13
Job 990231376444431, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 0 1 7], delta on 14
Job 994629422955535, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 7], delta on 13
Job 999027469466639, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 1 7], delta on 13
Job 1003425515977743, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 2 1 7], delta on 13
Job 1007823562488847, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 1 7], delta on 13
Job 1012221608999951, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 5 1 7], delta on 13
Job 1016619655511055, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 5 1 7], delta on 13
Job 1021017702022159, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 0 7], delta on 13
Job 1025415748533263, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 1 0 7], delta on 14
Job 1029813795044367, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 7], delta on 13
Job 1034211841555471, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 0 7], delta on 13
Job 1038609888066575, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 2 0 7], delta on 13
Job 1043007934577679, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 0 7], delta on 13
Job 1047405981088783, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 5 0 7], delta on 13
Job 1051804027599887, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 5 0 7], delta on 13
Job 1056202074110991, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 2 7], delta on 13
Job 1060600120622095, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 2 2 7], delta on 14
Job 1064998167133199, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 2 7], delta on 13
Job 1069396213644303, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 2 7], delta on 13
Job 1073794260155407, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 2 2 7], delta on 13
Job 1078192306666511, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 2 7], delta on 13
Job 1082590353177615, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 4 2 7], delta on 13
Job 1086988399688719, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 5 2 7], delta on 13
Job 1091386446199823, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 2 7], delta on 13
Job 1095784492710927, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 2 7], delta on 15
Job 1100182539222031, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 2 7], delta on 13
Job 1104580585733135, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 2 7], delta on 13
Job 1108978632244239, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 2 2 7], delta on 13
Job 1113376678755343, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 1 2 7], delta on 13
Job 1117774725266447, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 4 2 7], delta on 13
Job 1122172771777551, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 5 2 7], delta on 13
Job 1126570818288655, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 5 1], delta on 13
Job 1130968864799759, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 4 5 1], delta on 14
Job 1135366911310863, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 5 1], delta on 13
Job 1139764957821967, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 5 1], delta on 13
Job 1144163004333071, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 5 5 1], delta on 13
Job 1148561050844175, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 5 1], delta on 13
Job 1152959097355279, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 3 5 1], delta on 13
Job 1157357143866383, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 2 5 1], delta on 13
Job 1161755190377487, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 0 1], delta on 13
Job 1166153236888591, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 0 1], delta on 14
Job 1170551283399695, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 1], delta on 13
Job 1174949329910799, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 0 1], delta on 13
Job 1179347376421903, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 5 0 1], delta on 13
Job 1183745422933007, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 0 1], delta on 13
Job 1188143469444111, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 3 0 1], delta on 13
Job 1192541515955215, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 2 0 1], delta on 13
Job 1196939562466319, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 5 1], delta on 13
Job 1201337608977423, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 6 5 1], delta on 14
Job 1205735655488527, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 5 1], delta on 13
Job 1210133701999631, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 5 1], delta on 13
Job 1214531748510735, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 5 5 1], delta on 13
Job 1218929795021839, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 5 1], delta on 13
Job 1223327841532943, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 2 5 1], delta on 13
Job 1227725888044047, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 2 5 1], delta on 13
Job 1232123934555151, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 7 1], delta on 13
Job 1236521981066255, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 7 7 1], delta on 14
Job 1240920027577359, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 7 1], delta on 13
Job 1245318074088463, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 7 1], delta on 13
Job 1249716120599567, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 5 7 1], delta on 13
Job 1254114167110671, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 7 1], delta on 13
Job 1258512213621775, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 2 7 1], delta on 13
Job 1262910260132879, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 2 7 1], delta on 13
Job 1267308306643983, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 1 1], delta on 13
Job 1271706353155087, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 0 1 1], delta on 14
Job 1276104399666191, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 1], delta on 13
Job 1280502446177295, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 1 1], delta on 13
Job 1284900492688399, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 5 1 1], delta on 13
Job 1289298539199503, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 1 1], delta on 13
Job 1293696585710607, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 1 1 1], delta on 13
Job 1298094632221711, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 3 1 1], delta on 13
Job 1302492678732815, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 0 1], delta on 13
Job 1306890725243919, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 1 0 1], delta on 14
Job 1311288771755023, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 1], delta on 13
Job 1315686818266127, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 0 1], delta on 13
Job 1320084864777231, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 5 0 1], delta on 13
Job 1324482911288335, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 0 1], delta on 13
Job 1328880957799439, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 1 0 1], delta on 13
Job 1333279004310543, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 3 0 1], delta on 13
Job 1337677050821647, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 1 1], delta on 13
Job 1342075097332751, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 2 1 1], delta on 14
Job 1346473143843855, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 1], delta on 13
Job 1350871190354959, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 1 1], delta on 13
Job 1355269236866063, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 5 1 1], delta on 13
Job 1359667283377167, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 1 1], delta on 13
Job 1364065329888271, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 0 1 1], delta on 13
Job 1368463376399375, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 3 1 1], delta on 13
Job 1372861422910479, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 3 1], delta on 13
Job 1377259469421583, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 3 1], delta on 15
Job 1381657515932687, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 1], delta on 13
Job 1386055562443791, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 3 1], delta on 13
Job 1390453608954895, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 5 3 1], delta on 13
Job 1394851655465999, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 3 1], delta on 13
Job 1399249701977103, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 0 3 1], delta on 13
Job 1403647748488207, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 3 3 1], delta on 13
Job 1408045794999311, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 7 0], delta on 13
Job 1412443841510415, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 4 7 0], delta on 14
Job 1416841888021519, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 7 0], delta on 13
Job 1421239934532623, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 7 0], delta on 13
Job 1425637981043727, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 4 7 0], delta on 13
Job 1430036027554831, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 7 0], delta on 13
Job 1434434074065935, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 7 7 0], delta on 13
Job 1438832120577039, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 0 7 0], delta on 13
Job 1443230167088143, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 1 0], delta on 13
Job 1447628213599247, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 1 0], delta on 14
Job 1452026260110351, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 0], delta on 13
Job 1456424306621455, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 1 0], delta on 13
